Synthesis_Method,Gas_Type,Temperature_C,Pressure_torr,Catalyst_FeCoNi_at_pct,Growth_Time_min,Purity_%,SWCNT_Fraction,Diameter_nm,Length_um,Raman_GD,Electrical_Conductivity_Sm,Resistivity_uOhm_cm,Application,EMI_Shielding_dB,Gas_Sensitivity_%,Capacitance_Fg,Failure_Mode,Severity,Occurrence,Detectability,Failure_Label,PhD_Topic
Laser Ablation,Ar,1187.18,427.9,1.88,48.08,88.49,0.608,21.926,1779.07,149.63,741500,150.1955,Interconnect,10.67,5.52,22.57,Thermal_Runaway,8,2,7,0,CNT_Energy_Electrodes
Arc Discharge,He,3987.88,212.13,1.89,75.91,72.04,0.229,27.948,220.5,111.88,393200,272.6902,Biomedical,6.59,37.67,53.05,Pore_Collapse,7,8,5,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,989.57,560.89,2.98,71.17,88.56,0.659,19.638,1962.71,127.92,770200,112.4845,Sensor,15.83,24.86,8.91,Drift_in_Sensitivity,6,3,8,0,CNT_Sensors
Laser Ablation,Ar,1285.31,546.55,1.34,22.73,87.75,0.889,1.567,130.06,135.83,876300,97.3032,EMI_Shielding,49.09,2.8,49.25,Drift_in_Sensitivity,8,3,7,0,CNT_Interconnects
Arc Discharge,He,3846.53,215.97,1.03,39.91,74.94,0.203,17.215,846.82,49.8,544400,188.0137,Sensor,14.65,43.17,27.39,Electromigration,4,2,8,0,CNT_Interconnects
Arc Discharge,Ar,3814.53,227.72,0.78,23.66,85.1,0.324,9.741,1327.53,54.19,553600,165.7957,EMI_Shielding,25.15,6.95,32.98,Electromigration,8,4,5,1,CNT_Interconnects
Arc Discharge,Ar,4018.64,221.16,1.49,60.37,78.36,0.461,23.489,1601.5,135.45,552500,201.8991,Energy_Electrode,28.78,0.31,83.83,Thermal_Runaway,7,3,2,1,CNT_Energy_Electrodes
Arc Discharge,Ar,3792.7,308.25,0.62,54.14,76.65,0.549,11.637,1102.36,99.3,520900,186.4533,Interconnect,3.17,9.82,28.55,Junction_Breakdown,8,5,6,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1124.21,408,0.88,32.53,86.64,0.875,1.834,1360.05,84.76,906700,101.2103,Biomedical,12.34,10,69.12,Thermal_Runaway,9,7,8,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1118.99,480.19,0.99,53.2,89.97,0.847,1.657,1736.24,98.64,841400,124.036,Interconnect,12.49,8.95,24.98,Matrix_Cracking,8,4,2,0,CNT_Sensors
CVD,CO,758.66,191.07,0.99,41.09,93.77,0.515,12.294,1279.52,129.14,740500,136.8737,EMI_Shielding,56.78,1.46,72.95,Contamination,9,2,6,1,CNT_Synthesis_Optimization
CVD,CO,719.5,307.02,2.36,13.41,91.38,0.711,0.927,720.36,105.38,919500,120.5581,Biomedical,7.26,25.59,10,Contamination,4,7,6,0,CNT_Energy_Electrodes
Arc Discharge,Ar,4266.8,246.28,0.74,55.22,89.53,0.59,22.475,887.72,53.14,622400,160.9255,Interconnect,2.06,8.43,5.45,Electromigration,4,2,8,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1142.01,497.17,1.42,32.38,87.99,0.641,19.812,1956.97,43.7,637500,132.0929,Energy_Electrode,16.64,4.58,62.92,Pore_Collapse,7,8,6,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1095.06,428.08,1.86,70.56,85.8,0.625,3.069,897.15,58.24,634500,137.1781,Biomedical,13.11,31.8,78.36,Thermal_Runaway,8,2,8,1,CNT_Interconnects
CVD,CH4,688.66,386.86,2.63,87.39,97.18,0.452,21.401,770.01,62.95,623200,131.7618,Biomedical,24.42,27.58,24.06,Drift_in_Sensitivity,4,7,7,0,CNT_Synthesis_Optimization
CVD,CH4,724.24,208.7,1.47,98.65,98.36,0.685,9.191,1297.7,48.61,863100,118.8849,Biomedical,6.28,10.62,14.51,Junction_Breakdown,6,8,6,0,CNT_EMI_Composites
Laser Ablation,Ar,1141.63,517.82,0.78,66.65,85.52,0.823,1.591,1223.4,130.56,690000,172.1821,Sensor,16.41,89.72,38.19,Pore_Collapse,9,2,6,1,CNT_Interconnects
Laser Ablation,Ar,1246.41,568.86,2.79,76.71,86.19,0.786,1.722,771.94,58.31,654300,137.7821,Sensor,22.27,16.75,31.9,Junction_Breakdown,6,3,4,0,CNT_Energy_Electrodes
CVD,C2H2,798.87,325.7,1.1,44.93,90.41,0.505,23.22,1777.03,135.73,614300,163.9373,Interconnect,6.47,2.46,39,Contamination,4,8,3,0,CNT_EMI_Composites
CVD,CH4,640.36,186.45,2,61.66,92.77,0.735,0.976,1381.02,40.93,939000,119.2353,Interconnect,6.69,2.25,35.29,Thermal_Runaway,6,7,2,1,CNT_Synthesis_Optimization
Arc Discharge,Ar,4134.49,450.72,2.2,62.72,80.22,0.299,3.546,1465.88,102.73,496500,162.8645,Energy_Electrode,10.36,1.41,104.6,Junction_Breakdown,6,8,7,1,CNT_Energy_Electrodes
Arc Discharge,Ar,3513.06,255.62,1.77,35.37,73.42,0.405,21.147,1970.73,84.74,442600,245.3644,EMI_Shielding,26.25,0,77.78,Drift_in_Sensitivity,4,4,8,0,CNT_Interconnects
Laser Ablation,Ar,1200.52,497.01,2.87,71.46,88.13,0.673,21.999,87.72,145.39,698000,156.9566,Sensor,18.39,81.04,13.04,Matrix_Cracking,7,8,4,0,CNT_EMI_Composites
CVD,C2H2,757.42,339.3,1.28,70.2,94.42,0.582,17.161,254.94,89.72,806800,120.7273,EMI_Shielding,71.51,6.08,79.85,Pore_Collapse,6,3,8,1,CNT_EMI_Composites
Laser Ablation,Ar,1065.28,477.7,2.29,78.47,89.77,0.763,0.87,265.45,114.49,830000,111.5526,Biomedical,24.38,38.37,17.88,Electromigration,8,3,6,0,CNT_Sensors
CVD,CO,681.05,356.66,2.9,51.37,86.79,0.494,9.631,731.23,68.94,655900,171.7513,Sensor,5.54,22.89,25.45,Pore_Collapse,9,4,3,0,CNT_Interconnects
Laser Ablation,Ar,1244.44,539.16,2.77,39.51,85.79,0.809,1.23,339.34,110.11,890500,123.6335,Biomedical,15.3,18.75,54.63,Junction_Breakdown,9,2,2,1,CNT_Interconnects
Laser Ablation,Ar,1101.7,536.12,1.1,97.95,88.48,0.898,0.737,365.87,139.98,1034000,87.7959,Biomedical,23.26,22.35,64.91,Junction_Breakdown,5,7,6,1,CNT_Interconnects
Arc Discharge,Ar,4245.05,496.71,1.49,52.18,74.42,0.396,19.262,1758.47,143.96,493800,171.6701,Sensor,29.29,76.16,50.85,Thermal_Runaway,9,2,3,1,CNT_EMI_Composites
CVD,CO,702.34,329.8,2.63,86.98,92.67,0.715,0.797,797.53,111.74,954000,116.306,Sensor,7.09,83.59,29.88,Junction_Breakdown,4,6,4,1,CNT_EMI_Composites
Arc Discharge,Ar,4037.87,419.53,1.21,92.63,84.76,0.573,8.692,1623.49,71.72,649000,124.734,Interconnect,17.92,5.22,24.02,Matrix_Cracking,8,2,5,0,CNT_Synthesis_Optimization
Arc Discharge,He,3990.13,268.96,2.27,12.96,80.86,0.318,29.117,1166.93,87.23,517900,228.7115,Interconnect,16.45,8.23,39.48,Pore_Collapse,7,7,7,1,CNT_Synthesis_Optimization
Arc Discharge,He,3904.19,337.89,2.26,49.87,89.89,0.299,14.567,187.52,132.09,669500,130.5599,Interconnect,12.9,6.73,5.92,Junction_Breakdown,9,4,3,1,CNT_Interconnects
Arc Discharge,Ar,3983.82,433.17,1.61,54.26,72.79,0.515,15.838,1034.18,138.59,589300,190.8869,Energy_Electrode,27.21,7.39,175.68,Pore_Collapse,8,8,3,1,CNT_EMI_Composites
Laser Ablation,Ar,1113.91,488.11,0.76,79.97,87.39,0.686,22.299,299.23,71.7,823800,113.8599,Sensor,11.99,61.2,20.1,Drift_in_Sensitivity,6,8,7,0,CNT_Synthesis_Optimization
CVD,C2H2,675.25,137.88,1.02,53.05,87.77,0.532,7.949,1014.53,106.49,622000,134.1217,EMI_Shielding,56.72,9.91,79.59,Pore_Collapse,9,5,2,1,CNT_EMI_Composites
Laser Ablation,Ar,1076.55,550.62,2.41,59.09,85.62,0.659,23.249,259.49,126.18,700800,151.5363,Energy_Electrode,27.42,12.2,91.45,Drift_in_Sensitivity,7,5,7,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1204.64,558.23,2.34,81.87,88.97,0.81,1.008,1332.27,69.67,996100,94.9548,Sensor,5.9,15.24,18.52,Thermal_Runaway,5,2,6,1,CNT_EMI_Composites
Arc Discharge,He,4334.84,322.32,0.64,50.82,75.03,0.576,21.378,1316.71,70.35,608400,178.5578,Interconnect,0.57,8.91,9.92,Contamination,5,8,6,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1125.62,416.06,0.97,82.43,88.89,0.892,1.499,1036.1,144.07,900100,97.9778,Biomedical,19.52,19.16,12.67,Matrix_Cracking,6,5,8,0,CNT_Synthesis_Optimization
Arc Discharge,He,4112.98,428.14,1.07,34.55,75.08,0.424,2.794,1966.95,59.84,466900,211.261,EMI_Shielding,69.23,4.58,56.69,Electromigration,6,4,7,0,CNT_Interconnects
CVD,C2H2,721.47,106.27,1.23,84.87,92.26,0.556,23.63,1247.29,52.88,735700,130.8908,Biomedical,8.29,39.7,47.28,Matrix_Cracking,5,8,6,0,CNT_Sensors
CVD,CH4,701.46,125.74,1.58,54.5,93.72,0.427,24.004,628.36,65.1,738400,110.8455,EMI_Shielding,25.57,4.81,50.8,Drift_in_Sensitivity,4,6,4,1,CNT_EMI_Composites
Laser Ablation,Ar,1102.58,540.86,1.88,65.46,87.2,0.826,0.842,1555.28,123.08,764500,110.5697,Energy_Electrode,25.9,9.53,76.55,Thermal_Runaway,9,5,7,1,CNT_Energy_Electrodes
Arc Discharge,He,3895.83,283.61,1.95,68.79,82.85,0.314,12.743,1666.58,64.17,616800,189.0597,Interconnect,12.86,2.23,36.51,Junction_Breakdown,8,6,8,1,CNT_Interconnects
CVD,CO,721.76,377.4,2.02,92.37,87.42,0.793,0.734,1137.41,96.61,854800,120.3617,Interconnect,12.93,8.72,17.87,Junction_Breakdown,9,4,5,1,CNT_Interconnects
Arc Discharge,Ar,3736.32,393.13,0.96,65.76,76.69,0.557,13.149,1456,103.54,673000,142.9063,EMI_Shielding,56.99,5.66,69.36,Contamination,4,3,2,1,CNT_Interconnects
Laser Ablation,Ar,1169.9,425.01,0.55,62.12,87.74,0.605,11.979,509.16,76.8,857300,94.1909,Sensor,23.38,31.1,18.35,Matrix_Cracking,4,7,8,1,CNT_EMI_Composites
Arc Discharge,He,3832.82,227.29,2.26,72.67,73.42,0.565,11.748,1420.27,136.53,639700,145.9426,Sensor,26.95,85.84,6.9,Thermal_Runaway,6,5,2,1,CNT_Interconnects
Arc Discharge,Ar,3668.61,334.98,1.52,50.99,81.6,0.345,12.16,753.42,81.07,541100,194.8372,EMI_Shielding,52.85,4.51,22.65,Thermal_Runaway,7,3,2,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1178.83,482.37,0.74,50.02,87.56,0.821,1.664,400.45,127.71,726900,127.0257,Biomedical,12.31,25,71.68,Junction_Breakdown,8,6,7,0,CNT_Interconnects
Arc Discharge,He,4002.11,440.31,1.99,59.57,76.53,0.507,26.413,1810.87,104.58,549700,206.138,Sensor,10.92,76.02,38.27,Thermal_Runaway,4,6,3,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1233.76,597.44,0.77,78.89,88.81,0.826,1.042,398.96,109.28,856700,104.3658,Sensor,11.85,54.28,45.14,Junction_Breakdown,7,8,4,0,CNT_Interconnects
CVD,CO,679.49,253.96,1.17,53.32,95.8,0.696,29.055,1736.55,132.59,1023000,111.7774,Energy_Electrode,19.42,17.38,118.64,Drift_in_Sensitivity,8,7,6,0,CNT_Sensors
Arc Discharge,Ar,4508.51,478.86,1.48,71.92,72.66,0.267,12.872,349.53,48.75,485300,172.5228,Biomedical,10.53,18.67,29.95,Electromigration,7,3,8,1,CNT_Energy_Electrodes
Laser Ablation,Ar,1160.17,408.13,0.92,70.09,89.81,0.685,24.795,32.42,89.66,906000,124.3472,Sensor,29.1,54.43,8.61,Pore_Collapse,7,2,5,1,CNT_EMI_Composites
Laser Ablation,Ar,1169.05,505.45,2.7,82.13,87.18,0.736,0.717,1968.31,73.5,728000,146.5179,EMI_Shielding,30.5,2,56.8,Contamination,6,7,4,1,CNT_Interconnects
Arc Discharge,Ar,4294.06,252.33,1.3,64.06,78.36,0.291,11.291,1453.39,69.29,606000,147.9316,EMI_Shielding,61.37,1.82,74.49,Junction_Breakdown,9,5,7,0,CNT_Interconnects
CVD,CO,637.96,300.61,1.56,74.35,88.47,0.529,4.121,843.08,101.66,656100,147.0271,EMI_Shielding,41.83,4.08,68.5,Junction_Breakdown,5,2,6,0,CNT_EMI_Composites
CVD,C2H2,698.49,161.35,2.43,43.36,90.96,0.568,6.234,1977.98,82.41,647200,134.052,Energy_Electrode,21.7,3.51,223.13,Junction_Breakdown,7,3,2,0,CNT_EMI_Composites
CVD,C2H2,744.32,158.09,2.79,50.9,98.99,0.411,1.808,1643.55,49.69,874700,108.1926,EMI_Shielding,41.18,4.73,13.41,Matrix_Cracking,5,7,6,0,CNT_EMI_Composites
Arc Discharge,Ar,4093.79,444.73,0.58,42.66,82.35,0.279,17.631,990.05,135.95,619700,189.2239,Biomedical,12.71,28.71,70.35,Pore_Collapse,9,3,2,1,CNT_Sensors
Arc Discharge,He,3636.68,418.14,1.86,53.2,80.88,0.513,14.453,60.68,100.07,702400,127.0802,EMI_Shielding,46.23,4.27,12.42,Drift_in_Sensitivity,9,5,5,1,CNT_Energy_Electrodes
Arc Discharge,He,3966.4,427.83,2.75,62.15,74.61,0.419,29.718,1693.44,115.93,494500,219.5856,Biomedical,5.25,23.1,17.12,Matrix_Cracking,7,5,2,0,CNT_Synthesis_Optimization
CVD,C2H2,714.61,119.48,2.19,86.36,96.87,0.697,15.048,449.88,86.42,692600,133.9895,Energy_Electrode,10.79,15.47,214.35,Pore_Collapse,5,6,3,1,CNT_Energy_Electrodes
CVD,C2H2,763.38,331.45,2.28,33.54,86.94,0.625,20.073,923.92,40.36,677800,129.3929,Sensor,5.74,42.52,47.84,Drift_in_Sensitivity,8,3,6,1,CNT_Synthesis_Optimization
Arc Discharge,Ar,3500.43,453.78,2.65,78.4,78.34,0.558,25.583,221.14,143.58,545200,157.641,Biomedical,21.16,35.36,67.78,Pore_Collapse,6,6,5,1,CNT_Energy_Electrodes
CVD,C2H2,794.74,111.46,2.99,68.43,96.6,0.446,25.411,344.73,136.84,618500,189.4745,Interconnect,6.76,7.69,25.44,Contamination,5,6,2,0,CNT_Sensors
Laser Ablation,Ar,1131.5,522.41,2.78,83.7,86.21,0.889,1.541,280.43,137.66,746900,145.1515,EMI_Shielding,28.33,9.6,32.11,Pore_Collapse,8,4,2,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1259.66,440.6,1.02,47.63,87.69,0.631,16.48,1220.79,92.1,692400,133.5495,Sensor,23.75,74.1,42.45,Drift_in_Sensitivity,8,8,3,1,CNT_Synthesis_Optimization
CVD,CO,739.53,290.91,1.91,58.18,93.77,0.723,1.51,656.77,131.32,935300,92.415,EMI_Shielding,68.65,8.32,18.5,Pore_Collapse,5,7,2,1,CNT_Synthesis_Optimization
CVD,CH4,778.81,138.26,1.59,53.68,93.14,0.556,1.735,847.83,73.07,618500,173.1512,EMI_Shielding,26.88,3.29,40.94,Junction_Breakdown,5,8,4,0,CNT_Sensors
CVD,C2H2,698.48,283.59,2.75,53.79,94.74,0.417,17.064,980.9,148.73,686800,155.2355,Sensor,19.99,15.38,11.42,Drift_in_Sensitivity,5,5,4,0,CNT_EMI_Composites
CVD,CH4,675.28,389.31,0.88,83.02,87.88,0.757,1.324,1970.36,114.73,680000,160.7553,Sensor,14.49,10.81,21.52,Thermal_Runaway,6,6,8,0,CNT_Interconnects
Laser Ablation,Ar,1212.28,493.13,0.95,42.69,85.23,0.679,24.167,878.99,114.34,665300,179.0956,EMI_Shielding,68.5,9.08,49.18,Electromigration,7,2,5,1,CNT_Sensors
CVD,CH4,716.6,387.27,2.33,24.46,92.84,0.627,24.167,1528.81,84.66,752600,157.5999,Interconnect,4.7,3.16,38.15,Matrix_Cracking,8,3,5,0,CNT_Interconnects
CVD,CO,709.25,177.15,1.24,57.25,87.87,0.556,15.266,1937.52,61.45,832100,123.6007,Sensor,29.96,59.76,40.59,Drift_in_Sensitivity,5,2,2,1,CNT_EMI_Composites
CVD,C2H2,689.43,191.62,2.31,52.12,94.77,0.571,16.589,1049.8,125.01,640600,183.7518,Energy_Electrode,24.24,2.7,205.18,Contamination,6,6,2,0,CNT_Sensors
Laser Ablation,Ar,1200.66,525.05,0.66,60.33,87.29,0.859,0.892,1431.7,107.48,846900,123.8121,Interconnect,10.22,1.87,15.01,Electromigration,9,7,8,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1269.2,586.47,2.14,37.01,85.89,0.715,1.238,1087.99,59.92,814300,143.8371,Biomedical,22.27,20.27,44.32,Matrix_Cracking,5,2,8,0,CNT_Interconnects
CVD,CO,772.22,120.31,1.57,46.05,96.29,0.62,18.767,499.26,103.19,881400,112.6123,Biomedical,20.33,26.3,33.51,Contamination,4,3,6,1,CNT_Interconnects
Laser Ablation,Ar,1158.47,463.23,2.67,84.37,87.22,0.749,1.356,783.59,93.01,715400,133.7449,Energy_Electrode,14.87,1.87,275.66,Pore_Collapse,4,8,5,1,CNT_Interconnects
CVD,C2H2,627.1,122.52,1.64,68.22,88.69,0.484,4.285,1721.95,121.66,716400,134.6258,Sensor,5.91,53.64,42.32,Electromigration,5,6,4,1,CNT_Sensors
Arc Discharge,Ar,4144.14,415.52,1.91,41.72,76.34,0.449,4.521,1625.26,130.06,597500,175.7158,EMI_Shielding,53.62,1.47,44.19,Drift_in_Sensitivity,7,6,5,1,CNT_Energy_Electrodes
Arc Discharge,He,4086.3,318.34,1.32,84.43,81.86,0.404,5.54,1668.78,76.21,609600,194.3562,Sensor,10.34,37.32,52.39,Junction_Breakdown,5,4,6,0,CNT_Sensors
Laser Ablation,Ar,1157.41,530.25,2.91,73.93,85.04,0.865,1.389,1529.34,91.81,841800,121.0914,Biomedical,16.45,13.33,17.73,Thermal_Runaway,9,5,2,0,CNT_Sensors
CVD,CH4,687.8,304.96,2.73,97.09,94.68,0.479,29.391,158.55,122.53,807100,143.3792,EMI_Shielding,50.73,6.84,76.57,Drift_in_Sensitivity,7,7,7,1,CNT_Interconnects
CVD,CO,707.32,139.91,1.36,39.53,97.18,0.449,13.95,1298.14,101.96,867700,105.144,Energy_Electrode,33.14,9.71,147.63,Thermal_Runaway,6,7,3,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,1328.86,458.99,0.58,67.71,89.38,0.611,16.854,1041.77,117.83,733800,126.64,Biomedical,8.12,13.03,47.75,Junction_Breakdown,4,7,5,1,CNT_EMI_Composites
CVD,C2H2,735.71,391.79,1.13,30.98,87.52,0.737,1.701,1184.13,42.02,878400,102.0082,Sensor,21.89,12.07,34.23,Matrix_Cracking,9,7,5,1,CNT_Synthesis_Optimization
CVD,CH4,806.63,110.21,0.87,37.18,87.91,0.452,17.002,474.87,111.47,627700,162.691,Biomedical,21.55,10.15,42.31,Drift_in_Sensitivity,7,4,3,1,CNT_Sensors
CVD,CH4,741.08,219.45,1.92,26.02,90.7,0.534,16.403,778.8,102.14,641600,158.9334,Interconnect,10.57,1.73,31.55,Matrix_Cracking,7,3,7,0,CNT_EMI_Composites
CVD,C2H2,692.83,106.34,2.99,110.16,91.94,0.586,20.923,1269.06,69.69,646200,127,Biomedical,5.79,36.23,23.51,Matrix_Cracking,8,3,8,1,CNT_EMI_Composites
Arc Discharge,Ar,3926.72,307.65,2.31,68.62,73.31,0.593,11.646,73.76,68.05,544400,155.2189,Sensor,16.1,60.7,32.72,Matrix_Cracking,4,7,5,0,CNT_EMI_Composites
Laser Ablation,Ar,1050.08,508.61,2.55,61.76,87.43,0.869,0.914,599.02,130.19,708600,160.5415,EMI_Shielding,20.94,2.75,77.48,Drift_in_Sensitivity,9,6,7,0,CNT_EMI_Composites
Arc Discharge,He,3961.47,480.98,2.33,28.08,77.01,0.296,17.53,200.84,134.06,568600,194.0576,Interconnect,10.35,7.43,25.45,Contamination,7,2,6,1,CNT_Sensors
Laser Ablation,Ar,1290.79,524.82,2.03,73.51,85.59,0.858,0.814,1162.59,91.29,898700,124.6751,Biomedical,6.3,32.35,45.87,Electromigration,9,6,2,1,CNT_Sensors
Laser Ablation,Ar,1243.78,407.53,1.63,66.93,88.21,0.823,0.952,612.79,114.58,788100,134.4625,Energy_Electrode,15.96,11.54,227.54,Electromigration,6,8,8,1,CNT_Sensors
Laser Ablation,Ar,1162.31,493.28,2.88,46.84,88.49,0.695,4.179,866.66,84.64,645500,159.9236,Biomedical,12.27,25.75,68.44,Pore_Collapse,5,3,5,1,CNT_Synthesis_Optimization
Laser Ablation,Ar,1207.41,566.88,1.64,23.12,87.28,0.882,0.74,780.78,96.89,729700,117.7103,Biomedical,14,14.2,79.86,Drift_in_Sensitivity,8,5,3,0,CNT_Sensors
Arc Discharge,He,4261.05,313.7,0.82,49.55,88.18,0.344,23.786,1791.14,136.94,575300,163.4994,Sensor,15.78,65.87,25.49,Drift_in_Sensitivity,6,8,8,1,CNT_EMI_Composites
Arc Discharge,He,4105.65,399.33,0.54,61.94,84.41,0.308,13.389,895.29,54.19,697300,145.6725,Energy_Electrode,19.87,4.13,185.64,Electromigration,5,7,5,1,CNT_Synthesis_Optimization
Arc Discharge,He,3580.79,462.06,2.93,76.04,75.12,0.446,7.91,1108.7,53.25,511200,232.1723,Interconnect,16.87,6.28,36.29,Junction_Breakdown,7,3,7,0,CNT_Energy_Electrodes
CVD,CH4,737.23,238.12,2.52,46.37,96.03,0.463,24.777,206.29,99.81,862400,130.208,Biomedical,15.59,12.21,68.95,Matrix_Cracking,8,5,2,1,CNT_Synthesis_Optimization
CVD,CO,823.1,213.12,2.67,101.82,86.93,0.496,29.333,1260.02,84.55,818300,132.7062,Sensor,25.26,87.07,13.13,Pore_Collapse,4,6,2,0,CNT_EMI_Composites
Arc Discharge,Ar,3751.99,388.59,2.87,76.99,89.94,0.546,25.276,689.36,137.34,654400,147.2588,Interconnect,9.67,7.31,32.02,Junction_Breakdown,9,3,5,0,CNT_Synthesis_Optimization
Laser Ablation,Ar,976.22,538.13,2.12,66.51,86.4,0.884,1.533,1175.05,109.02,750100,119.284,Energy_Electrode,10.88,15.38,112.46,Drift_in_Sensitivity,7,8,2,1,CNT_Interconnects
Arc Discharge,Ar,3899.45,453.31,2.46,80.62,77.95,0.351,6.064,170.01,88.38,656400,126.3293,Biomedical,13.23,20.24,63.45,Thermal_Runaway,5,8,7,0,CNT_EMI_Composites
CVD,CH4,733.58,398.74,0.8,68.91,92.03,0.67,14.653,1206.04,134.98,959500,105.6109,EMI_Shielding,79.26,4.84,75.4,Electromigration,9,6,4,1,CNT_Energy_Electrodes
Arc Discharge,He,3710.11,382.39,1.16,52.75,72.19,0.534,11.332,1206.59,124.55,599300,154.3816,Biomedical,18.26,37.74,30.63,Matrix_Cracking,5,4,5,1,CNT_Interconnects
Laser Ablation,Ar,1110.74,580.58,0.86,36.81,87.79,0.706,1.904,652.92,52.66,706200,133.2926,Interconnect,17.21,2.28,29.33,Thermal_Runaway,6,8,8,1,CNT_Sensors
CVD,CO,613.4,264.27,1.03,57.19,94.71,0.628,7.304,1516.99,118.34,856000,130.6641,EMI_Shielding,63.6,3.95,17.94,Electromigration,8,5,7,1,CNT_Interconnects
Laser Ablation,Ar,1243.52,584.8,1.19,51.72,86.61,0.687,25.252,1807.19,72.11,852800,132.3077,EMI_Shielding,53.69,2.52,53.9,Junction_Breakdown,6,4,8,1,CNT_Energy_Electrodes
Arc Discharge,Ar,4036.83,294.96,2.41,52.74,73.96,0.367,28.001,726.26,135.62,463200,211.6069,EMI_Shielding,71.14,4.96,12.34,Drift_in_Sensitivity,7,8,2,1,CNT_EMI_Composites
CVD,C2H2,732.27,112.64,0.79,92.12,88.12,0.653,13.691,1342.41,121.94,759600,123.8123,Interconnect,10.21,4.54,22.22,Matrix_Cracking,7,6,8,0,CNT_Synthesis_Optimization
Arc Discharge,He,4441.67,489.56,1.5,57.46,81.95,0.294,3.95,314.87,100.03,553600,182.4451,Sensor,7.2,48.26,17.26,Junction_Breakdown,7,3,5,0,CNT_Synthesis_Optimization
CVD,C2H2,747.77,175.3,2.31,78.6,91.35,0.693,3.815,418.55,90.19,747300,124.9272,Energy_Electrode,38.42,17.93,194.88,Thermal_Runaway,5,5,2,1,CNT_EMI_Composites
CVD,CH4,676.39,330.8,1.53,88.76,88.34,0.658,5.063,1312.18,107.54,814700,117.9241,EMI_Shielding,45.58,8.92,27.42,Junction_Breakdown,9,7,3,0,CNT_Sensors
Arc Discharge,Ar,3616.8,291.19,1.65,74,85.49,0.227,10.819,477.25,52.76,582300,142.7731,Interconnect,0.43,3.17,37.26,Matrix_Cracking,8,6,5,1,CNT_Interconnects
CVD,C2H2,710.24,369.28,1.2,66.73,89.18,0.705,1.567,1673.03,101.11,644300,169.6905,EMI_Shielding,43.33,5.31,78.61,Electromigration,6,6,5,0,CNT_Interconnects
Laser Ablation,Ar,1263.37,571.37,1.8,47.85,89.91,0.665,7.929,1612.58,71.7,663300,151.1052,Energy_Electrode,12.14,8.14,212.01,Pore_Collapse,5,5,5,0,CNT_Synthesis_Optimization
CVD,C2H2,719.33,239.7,0.76,54.26,91.79,0.641,2.098,592.59,100.07,889900,116.5465,EMI_Shielding,20.08,6.38,57.28,Matrix_Cracking,5,7,6,0,CNT_Interconnects
Laser Ablation,Ar,1208.94,480.33,0.91,124.87,89.02,0.786,1.213,517.56,72.58,999400,97.2604,EMI_Shielding,63,3.45,67.63,Contamination,4,5,4,0,CNT_Energy_Electrodes
Laser Ablation,Ar,1142.7,526.32,1.69,38.52,85.47,0.747,1.471,709.14,101.8,896200,102.3616,Interconnect,1.83,8.98,26.71,Junction_Breakdown,9,7,2,1,CNT_Energy_Electrodes
CVD,C2H2,676.39,323.54,2.74,68.68,86.96,0.656,14.271,1758.52,129.77,795900,115.3813,Interconnect,8.03,4.58,32.54,Drift_in_Sensitivity,4,7,2,1,CNT_Synthesis_Optimization
Arc Discharge,He,3739.01,231.86,2.53,82.5,84.85,0.323,27.499,124.17,62.51,659200,133.3354,Energy_Electrode,21.94,0.35,213.17,Matrix_Cracking,6,7,6,1,CNT_Sensors
CVD,C2H2,662.17,261.7,2.18,44.5,90.64,0.7,2.257,162.33,91.2,663800,135.3766,Sensor,25.16,70.16,50.29,Thermal_Runaway,4,8,8,0,CNT_EMI_Composites
Laser Ablation,Ar,1010.62,566.32,2.52,98.16,89.95,0.791,1.515,102.7,132.58,713100,157.129,Biomedical,7.37,31.93,33.06,Pore_Collapse,8,2,8,1,CNT_Energy_Electrodes
Arc Discharge,Ar,4679.69,200.38,1.21,98.53,78.94,0.331,13.68,1913.74,135.77,564300,193.5465,EMI_Shielding,35.67,2.54,8.6,Matrix_Cracking,7,7,6,1,CNT_EMI_Composites
Laser Ablation,Ar,1257.72,554.24,2.88,58.9,85.72,0.688,24.898,1976.84,74.27,711300,152.1156,EMI_Shielding,43.54,7.43,37.24,Pore_Collapse,4,5,7,0,CNT_Sensors
CVD,C2H2,676.99,369.97,1.28,72.74,95.79,0.574,27.895,1384.57,69.88,744200,147.4888,Interconnect,1.23,9.73,11.45,Pore_Collapse,4,8,7,0,CNT_Sensors
Arc Discharge,He,4250.92,233.87,0.87,49.34,79.32,0.563,4.072,1423.1,59.14,540600,161.8363,Interconnect,5.77,8.53,6.87,Pore_Collapse,5,2,7,0,CNT_Interconnects
